pubmed_id,title,journal,abstract,keywords
40241195,Drosophila architectural proteins M1BP and Opbp cooperatively form the active promoter of a ribosomal protein gene.,Epigenetics & chromatin (Epigenetics Chromatin),"In Drosophila, architectural proteins are frequently found in promoters, including those of genes
with extremely high expression levels, such as ribosomal protein genes (RPGs). The involvement of
several of these proteins in gene regulation in Drosophila has been shown, but the exact mechanisms
of their possible cooperative action have not been fully elucidated.  In this study we dissected the
contribution of the architectural proteins Opbp and M1BP, which are co-localized at several RPG
promoters near the transcription start site, to promoter functioning. We found that Opbp has two
domains that directly interact with CP190, Putzig (Pzg), and Chromator (Chro) proteins, the
cofactors which are required for the activation of housekeeping (hk) gene promoters. These domains
have redundant functions in vivo and can tether the cofactors forming open chromatin regions when
are artificially recruited to the ""closed"" chromatin. Additionally, we observed interactions between
M1BP and the same cofactors. In the transgene assay, the transcription driven by the 192-bp part of
Rpl27A RPG promoter is fully dependent on the presence of at least one Opbp or M1BP binding site and
it is sufficient for the very high activity of this promoter integrated into the hk gene cluster and
moderate expression outside the cluster, while presence of both sites even more facilitates
transcription.  This study demonstrates that different architectural proteins can work independently
and in cooperation and fulfill partially redundant functions in the activation of RPG promoters.","Architectural С2Н2 proteins, CP190, Chriz, Chro, Chromator, Housekeeping genes, Putzig, Ribosomal protein genes, Z4, Zinc-finger proteins"
40241992,Gene Editing for Duchenne Muscular Dystrophy: From Experimental Models to Emerging Therapies.,Degenerative neurological and neuromuscular disease (Degener Neurol Neuromuscul Dis),"The CRISPR system has emerged as a ground-breaking gene-editing tool, offering promising therapeutic
potential for Duchenne muscular dystrophy (DMD), a severe genetic disorder affecting approximately 1
in 5000 male births globally. DMD is caused by mutations in the dystrophin gene, which encodes a
critical membrane-associated protein essential for maintaining muscle structure, function and
repair. Patients with DMD experience progressive muscle degeneration, loss of ambulation,
respiratory insufficiency, and cardiac failure, with most succumbing to the disease by their third
decade of life. Despite the well-characterized genetic basis of DMD, curative treatments- such as
exon skipping therapies, micro-dystrophin, and steroids- remain elusive. Recent preclinical studies
have demonstrated the promise of CRISPR-based approaches in restoring dystrophin expression across
various models, including human cells, murine systems, and large animal models. These advancements
highlight the potential of gene editing to fundamentally alter the trajectory of the disease.
However, significant challenges persist, including immunogenicity, off-target effects, and limited
editing efficiency, which hinder clinical translation. This review provides a comprehensive analysis
of the latest developments in CRISPR-based therapeutic strategies for DMD. It emphasizes the need
for further innovation in gene-editing technologies, delivery systems, and rigorous safety
evaluations to overcome current barriers and harness the full potential of CRISPR/Cas as a durable
and effective treatment for DMD.","CRISPR, DMD, Duchenne muscular dystrophy, dystrophin, gene editing"
40233761,Harnessing human iPSC-microglia for CNS-wide delivery of disease-modifying proteins.,Cell stem cell (Cell Stem Cell),"Widespread delivery of therapeutic proteins to the brain remains challenging. To determine whether
human induced pluripotent stem cell (iPSC)-microglia (iMG) could enable brain-wide and pathology-
responsive delivery of therapeutic cargo, we utilized CRISPR gene editing to engineer iMG to express
the Aβ-degrading enzyme neprilysin under control of the plaque-responsive promoter, CD9. To further
determine whether increased engraftment enhances efficacy, we utilized a CSF1R-inhibitor resistance
approach. Interestingly, both localized and brain-wide engraftment in Alzheimer's disease (AD) mice
reduced multiple biochemical measures of pathology. However, within the plaque-dense subiculum,
reductions in plaque load, dystrophic neurites, and astrogliosis and preservation of neuronal
density were only achieved following widespread microglial engraftment. Lastly, we examined chimeric
models of breast cancer brain metastases and demyelination, demonstrating that iMG adopt diverse
transcriptional responses to differing neuropathologies, which could be harnessed to enable
widespread and pathology-responsive delivery of therapeutics to the CNS.","Alzheimer’s disease, CRISPR, iMG, iPSC, immune cell therapy, microglia, microglia replacement, neprilysin, neurodegeneration, payload delivery"
40184611,Enhanced the Trans-Cleavage Activity of CRISPR-Cas12a Using Metal-Organic Frameworks as Stimulants for Efficient Electrochemical Sensing of Circulating Tumor DNA.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany) (Adv Sci (Weinh))","Continued development of clustered regularly interspaced short palindromic repeats (CRISPR)-powered
biosensing system on the electrochemical interface is vital for accurate and timely diagnosis in
clinical practice. Herein, an electrochemical biosensor based on manganese metal-organic frameworks
(MOFs)-enhanced CRISPR (MME-CRISPR) is proposed that enables the efficient detection of circulating
tumor DNA (ctDNA). In this design, customized enzyme stimulants (Mn<sup>2+</sup>) are co-assembled
with Cas12a/crRNA to form enzyme-MOF composites, which can be released quickly under mild
conditions. The MOFs-induced proximity effect can continuously provide adequate Mn<sup>2+</sup> to
sufficiently interact with Cas12a/crRNA during the release process, enhancing the trans-cleavage
activity of complex available for biosensor construction. The MOFs-based enzyme biocomposites also
afford efficient protection against various external stimulus. It is demonstrated that the developed
biosensor can achieve ultrasensitive detection of epidermal growth factor receptor L858R mutation in
ctDNA with a low detection limit of 0.28 fm without pre-amplification. Furthermore, the engineered
mismatch crRNA enables the biosensor based on MME-CRISPR to detect single nucleotide variant with a
high signal-to-noise ratio. More importantly, it has been successfully used to detect the targets in
clinical practice, requiring low-dose samples and a short time. This strategy is believed to shed
new light on the applications of cancer diagnosis, treatment, and surveillance.","CRISPR‐based diagnostics, Cas12a/crRNA, circulating tumor DNA, electrochemical biosensor, metal‐organic framework"
40179430,Identification of key genes related to cancer associated fibroblasts in neuroblastoma: A comprehensive bioinformatics approach.,Cancer biomarkers : section A of Disease markers (Cancer Biomark),"BackgroundNeuroblastoma (NB) is one of the most common and aggressive pediatric solid tumors,
characterized by a highly complex pathogenesis. Within the tumor microenvironment (TME), cancer-
associated fibroblasts (CAFs) constitute a major cell population and play a pivotal role in
facilitating communication among various stromal cells. However, the specific functions and
contributions of CAFs in NB remain incompletely understood.ObjectiveTo investigate the impact of
CAFs-related genes on the prognosis of NB, we developed a risk model to facilitate the diagnosis and
prognostication of patients.MethodsIn this study, a CAFs gene prognostic model for NB was
established using single-cell analysis and genomic sequencing data. The effectiveness of this
prognostic model was subsequently evaluated through the development of a nomogram, immune
infiltration analysis, drug prediction, and gene set enrichment analysis. Ultimately, the expression
levels of the identified key genes were experimentally validated in NB tissues.ResultsA novel
prognostic model for CAFs related to NB prognosis was established through single-cell analysis and
transcriptome dataset analysis. The prognosis of the high-risk group was worse than that of the low-
risk group. The validity of the model was confirmed by nomogram, drug sensitivity analysis, and
immune infiltration methods. Finally, the high expression of the key gene STEAP2 in NB tissues was
verified by experiments.ConclusionsThe study introduces a new predictive model that uses CAF markers
to forecast the prognosis of NB. STEAP2 plays a key role in identifying high-risk neuroblastoma and
may become a potential therapeutic target for NB.","STEAP2, Tumor microenvironment, cancer-associated fibroblasts, neuroblastoma, prognosis model"
40121577,Cell death pathway regulation by fatty acid metabolism-related genes in neuroblastoma: a multi-omics analysis identifying CHD5 as a novel biomarker.,Discover oncology (Discov Oncol),"Neuroblastoma in children is commonly found as an extracranial solid tumor with poor prognosis in
high-risk cases impeding successful treatment. While dysregulated cell death mechanisms and
metabolic reprogramming are hallmarks of cancer progression, the interplay between fatty acid
metabolism and cell death pathway regulation in neuroblastoma remains incompletely understood.
Identifying molecular subtypes influenced by fatty acid metabolism were built by consensus
clustering analysis. Independent prognostic genes were identified through random survival forest
analysis, acquiring a novel risk signature. Risk signatures were validated internally and
externally, and their independent prognostic value, immune landscape, and drug susceptibility were
explored. The study systematically analyzed correlations between signature genes and seven major
cell death pathways (apoptosis, pyroptosis, ferroptosis, autophagy, necroptosis, cuproptosis, and
disulfidptosis), encompassing over 1,200 genes to comprehensively explore the intricate
relationships between these molecular signatures and diverse cell death mechanisms. Gene Set
Enrichment Analysis (GSEA) was performed to assess pathway-level associations. Utilizing a single-
cell dataset of neuroblastoma samples, cells were categorized and labeled based on UMAP analysis.
Feature map visualization was employed to display the expression level and allocation of specific
genes across various cell populations. Validation of CHD5 expression in NB cells and tissues was
confirmed through Western blotting and immunohistochemical staining.  The study identified 42 fatty
acid metabolism key enzyme genes whose expression was significantly different within high-risk and
non-high-risk neuroblastoma patients, by which acquiring two distinct prognostic clusters associated
with fatty acid metabolism. A machine learning approach was used to select 4 hub genes (CHD5, TP63,
XKR4, and CTAG1A) for the establishment of a fatty acid metabolism prognostic risk model. Cell death
pathway analysis revealed that TP63 exhibited the strongest correlations across multiple death
pathways, particularly with necroptosis (r = 0.684, p = 2.80e-23) and pyroptosis (r = 0.647,
p = 3.12e-20), while XKR4 showed moderate correlations with autophagy (r = 0.398, p = 2.09e-07) and
CHD5 displayed selective associations. High risk score and low risk score groups displayed notable
variations in the immune microenvironment, characterized by reduced immune cell infiltration in the
high group leading to immune escape, and conversely, heightened responsiveness of the low group to
immune checkpoint blockade therapy. Single-cell dataset analysis highlighted significant expression
of CHD5 in specific cell populations, suggesting its potential as a marker gene for neuroblastoma.
Immunohistochemical staining revealed varying levels of CHD5 expression across different clinical
stages of neuroblastoma, with decreased deposition observed as staging advances. Functionally, CHD5
expression was found to inhibit proliferation, migration, and invasion of neuroblastoma cells.  The
developed fatty acid metabolism prognostic risk model underscores the significance of fatty acids in
neuroblastoma prognosis and immune landscape, thereby facilitating the optimization of chemotherapy
and immunotherapy strategies for this disease. The comprehensive analysis of cell death pathways
revealed distinct regulatory mechanisms of signature genes, particularly highlighting TP63's central
role in coordinating multiple cell death processes. CHD5, as an identified gene inhibiting the
proliferation, invasion and metastasis of neuroblastoma cells, serves as a novel tumor biomarker.","CHD5, Cell death, Fatty acid metabolism, Neuroblastoma, Prognostic model"
40241135,ADAR1-high tumor-associated macrophages induce drug resistance and are therapeutic targets in colorectal cancer.,Molecular cancer (Mol Cancer),"Colorectal cancer (CRC) is considered the third most common type of cancer worldwide. Tumor-
associated macrophages (TAMs) have been shown to promote drug resistance. Adenosine-to-inosine RNA-
editing, as regulated by adenosine deaminase acting on RNA (ADAR), is a process that induces the
posttranscriptional modification of critical oncogenes. The aim of this study is to determine
whether the signals from cancer cells would induce RNA-editing in macrophages.  The effects of RNA-
editing on phenotypes in macrophages were analyzed using clinical samples and in vitro and in vivo
models.  The intensity of the RNA-editing enzyme ADAR1 (Adenosine deaminase acting on RNA 1) in
cancer and mononuclear cells indicated a strong positive correlation between the nucleus and
cytoplasm. The ADAR1-positive mononuclear cells were positive for CD68 and CD163, a marker for M2
macrophages. Cancer cells transport pro-inflammatory cytokines or ADAR1 protein directly to
macrophages via the exosomes, promoting RNA-editing in AZIN1 (Antizyme Inhibitor 1) and GLI1
(Glioma-Associated Oncogene Homolog 1) and resulting in M2 macrophage polarization. GLI1 RNA-editing
in the macrophages induced by cancer cells promotes the secretion of SPP1, which is supplied to the
cancer cells. This activates the NFκB pathway in cancer cells, promoting oxaliplatin resistance.
When the JAK inhibitors were administered, oncogenic RNA-editing in the macrophages was suppressed.
This altered the macrophage polarization from M2 to M1 and decreased oxaliplatin resistance in
cancer cells.  This study revealed that ADAR1-high TAMs are crucial in regulating drug resistance in
CRC and that targeting ADAR1 in TAMs could be a promising treatment approach for overcoming drug
resistance in CRC.","Biomarker, Chemoresistance, Colorectal cancer, Macrophage, RNA-editing"
40226614,Transcriptomic signatures in peripheral CD4<sup>+</sup>T-lymphocytes may reflect melanoma staging and immunotherapy responsiveness prior to ICI initiation.,Frontiers in immunology (Front Immunol),"Promoting adaptive immunity with ICIs has drastically improved melanoma prognosis, but not for all
patients. Some cases relapse in the first few months, while others keep durable benefit, even after
immunotherapy discontinuation. To identify cellular/molecular signatures in peripheral blood that
could differentiate advanced from metastatic melanoma and predict dynamics for primary/secondary
immune escape, we examined 100 consecutive patients with stage III/IV melanoma scheduled to start
ICIs.  At melanoma diagnosis, a multiparameter flow cytometric analysis and purification scheme
using standard conjugated antibodies were performed for all individuals prior to ICI initiation. In
each stage(III/IV) according to their RFS/PFS, we retrospectively selected the cases with the
clearest clinical outcomes and focused our analysis on the extreme responders(n=7) and non-
responders(n=7) to characterize the transcriptomes of circulating CD4<sup>+</sup>T-cells by bulk
RNA-seq, Differential Expression Analysis(DEA)and Gene Ontology(GO)enrichment analysis. Based on our
selected patient cohort, we examined for differentially expressed genes(DEGs)and key-pathways that
appear preferentially activated in stage III vs. IV melanoma, and in long vs. short immunotherapy
responders.  Although circulating immune-cells did not numerically differ in both sets of
analysis(staging and ICI responsiveness), DEA and GO data showed that patients could be clustered
separately, identifying 189vs.92 DEGs in stage IV/III and 101vs.47 DEGs in early progressors/long
responders. These DEGs were functionally implicated in distinct pathways. For metastatic cases:
inflammatory response(logp-value=-9.2:ADGRE5/2,CYBA,GRN,HMOX1,IRF5,ITGAM), adaptive immunity(logp-
value=-7.7:CD1C,CD74,CYBB,NCF2,CTSA,S100A8/9,BCL3,FCER1G), T-cell activation(logp-
value=-6.3:BCL3,CD1C,CD74,FCER1G,FGL2)and lipid metabolism/catabolism(logp-
value=-2.5/-2.6:ARF3,GPX1,MVD,OCRL,PCCB,CTSA,PNPLA2,NAGLU,GBA2,ABHD4); while in early-progressors to
ICIs: immune effector processing(logp-value=-13.7:BCL6,FGR,HLA-DQA1/DQB1,HLA-DRA,HLA-
DRB1/DRB5,NKG7,SLC11A1,TYROBP,SPON2,HAVCR2),PD-1(logp-value=-10.2:HLA-DQA1/DQB1,HLA-DRA,HLA-
DRB1/DRB5)and IFN signaling(logp-value=-8.5: HLA-DQA1/DQB1,HLA-DRA,HLA-
DRB1/DRB5,NCAM1,IFITM3),positive regulation of T-cell activation(logp-value=-7.7:BCL6,HLA-
DQA1/DQB1,HLA-DRA,HLA-DRB1/DRB5,SASH3,HAVCR2)and CD28 co-stimulation(logp-value=-10.3:HLA-
DQA1/DQB1,HLA-DRA,HLA-DRB1/DRB5), supporting an immune-mediated behavior.  Specific pathways and
marker genes in the peripheral CD4<sup>+</sup>T-cells may predetermine melanoma staging and
immunotherapy resistance.","CD4+T-cells, bulk RNA-seq, differentially expressed genes, immune checkpoint inhibitors, immunotherapy, resistance"
39908652,Blocking MIF secretion enhances CAR T-cell efficacy against neuroblastoma.,"European journal of cancer (Oxford, England : 1990) (Eur J Cancer)","Chimeric antigen receptor (CAR) T-cell therapy is a promising and innovative cancer therapy.
However, immunosuppressive tumor microenvironments (TME) limit T cell persistence and durable
efficacy. Here, we aimed to identify and target immunosuppressive factors in the TME of
neuroblastoma, a pediatric extracranial solid tumor, to improve CAR-T efficacy.  Immunosuppressive
factors were identified using a multi-omics approach, including single-cell RNA sequencing (scRNA-
seq) of 24 neuroblastoma tumors, published bulk-RNA sequencing datasets, and mass-spectrometry of
patient-derived tumoroid models. Candidate targets were validated with functional assays in vitro
and in vivo. Protein degradation of the top immunosuppressive target by PROTAC technology was used
to evaluate the effect on CAR T-cell activity.  ScRNA-seq revealed 13 immunosuppressive interactions
in the TME of neuroblastoma, two effectors of which, Midkine (MDK) and Macrophage Migration
Inhibitory Factor (MIF), were validated as candidate targets across multiple published datasets.
Both factors were among the top 6 % of most abundantly secreted factors by patient-derived tumoroid
models, substantiating their potential relevance in the TME. In vitro and in vivo functional assays
confirmed MIF to be a potent inhibitor of CAR T-cell activation and killing capacity. To translate
these findings into a potentially clinically applicable treatment, we explored MIF targeting by
PROTAC technology, which significantly enhanced activation of CAR T-cells targeting GPC2 and B7-H3.
By defining the immunosuppressive effects of neuroblastoma's TME on CAR T-cell efficacy, revealing
the pivotal role of MIF, we provide an analytic pipeline and therapeutic strategy for improving
adoptive cell therapies for this pediatric malignancy and potentially other solid tumors.","CAR T-cell therapy, Immunosuppressive tumor microenvironment, MIF, Neuroblastoma, PROTAC"
40025479,Association between cancer-associated fibroblasts and prognosis of neoadjuvant chemoradiotherapy in esophageal squamous cell carcinoma: a bioinformatics analysis based on single-cell RNA sequencing.,Cancer cell international (Cancer Cell Int),"Esophageal squamous cell carcinoma (ESCC) is a prevalent and aggressive subtype of esophageal
cancer, posing a significant mortality and economic burden, especially in East and Southeast Asia.
Current therapeutic strategies have limitations in improving patient survival, particularly
regarding disease progression and resistance. This study aimed to investigate the impact of
neoadjuvant chemoradiotherapy (NCRT) on the ESCC microenvironment.  We utilized single-cell RNA
sequencing to systematically characterize the tumor and cancer-associated fibroblasts (CAFs)
subtypes. Marker genes of myofibroblastic CAFs (myCAFs) were employed to establish a prognostic
model and verify its application in other datasets. Other experiments were conducted on clinical
samples to explore potential ESCC risk-related genes.  Our bioinformatics and statistical analyses
revealed an increased proportion of fibroblasts and epithelial cells in NCRT and identified the
Ep_c1 subtype associated with a better prognosis. Further results indicated a complex communication
network between Ep_c1 and myCAFs. The top 30 marker genes of myCAFs were used to construct a
prognostic signature with a significant response to immunotherapy. Finally, experiments identified
Complement C1s subcomponent (C1S), Decorin (DCN), and Neuroblastoma suppression of tumorigenicity 1
(NBL1) as potential ESCC risk-related genes.  Our findings highlight the dynamic alterations in the
post-NCRT ESCC microenvironment and provide a foundation for the development of personalized
treatment and immunotherapeutic approaches. Future studies are warranted to further validate these
findings and explore their clinical implications.","Cancer-associated fibroblasts, Esophageal squamous cell carcinoma, Immune landscape, Neoadjuvant chemoradiotherapy, Prognosis, scRNA-seq"
40240564,"Characterization and genome analysis of the novel virulent Burkholderia phage Bm1, which is active against pan-drug-resistant Burkholderia multivorans.",Archives of virology (Arch Virol),"The escalating challenges of antibiotic resistance in bacterial pathogens have necessitated the
exploration of alternative therapeutic strategies. Among these, bacteriophage therapy has regained
attention as a promising approach to combat multidrug-resistant bacteria. Bacteriophages are viruses
that infect and lyse specific bacterial strains, making them attractive candidates for targeted
antimicrobial treatment. Burkholderia multivorans, a Gram-negative bacterium, is known to cause
opportunistic infections, particularly in individuals with a compromised immune system or with
cystic fibrosis. The prevalence of antibiotic-resistant Burkholderia strains has raised concerns
about treatment options. In this study, we characterized the Burkholderia phage Bm1, a virulent
bacteriophage isolated from an environmental source. Electron microscopy revealed that Bm1 phage
particles have myovirus morphology, with an icosahedral head of 72 nm in diameter and a contractile
tail of 100 nm in length and 18 nm in width. The genome of phage Bm1 consists of a double-stranded
DNA of 67,539 bp with a terminal repeat region at each end. Comparative analysis indicated that the
closest relative of phage Bm1 is Burkholderia phage BCSR129, with a calculated VIRIDIC identity of
57.7%. The apparent absence of an integrase gene suggests that the Burkholderia phage Bm1 has a
strictly lytic life cycle.",
40202825,From Fat Providers to Cancer Therapy: Adipocytes as Unexpected Allies.,Cancer research (Cancer Res),"Adipocytes from white adipose tissue support cancer progression by supplying fatty acids to tumor
cells while cold-activated brown adipose tissue has been shown to inhibit tumor growth by disrupting
cancer cell metabolism. In a groundbreaking study published in Nature Biotechnology, Nguyen and
colleagues developed Adipose-Modified Therapy (AMT), a strategy that genetically reprograms white
adipocytes to outcompete tumors for key nutrients. Using CRISPR activation technology, researchers
enhanced adipocyte glucose and fatty acid consumption, by inducing a stable browning phenotype. In
vitro, browned adipocytes reduced glycolysis and fatty acid oxidation in cancer cells, inhibiting
their proliferation. Implantation of engineered adipose organoids adjacent to tumors suppressed
tumor growth, reduced angiogenesis, and altered metabolic gene expression in xenograft models. AMT
also prevented tumor development in genetic mouse models of cancer, suggesting a role in cancer
prevention. Finally, modified human mammary adipocytes inhibited the growth of patient-derived
breast cancer organoids. This therapy, based on autologous fat transplantation, could offer a
reversible and patient-specific approach. Challenges remain, including metabolic plasticity in
cancer cells and the fragility of mature adipocytes in cell culture. AMT represents a paradigm shift
in cancer therapy, leveraging adipocytes as metabolic competitors rather than tumor facilitators,
opening new avenues for metabolism-targeted cancer treatments.",
40183402,Combination of tumor organoids with advanced technologies: A powerful platform for tumor evolution and treatment response (Review).,Molecular medicine reports (Mol Med Rep),"Malignant tumors notably decrease life expectancy. Despite advances in cancer diagnosis and
treatment, the mechanisms underlying tumorigenesis, progression and drug resistance have not been
fully elucidated. An emerging method to study tumors is tumor organoids, which are a
three‑dimensional miniature structure. These retain the patient‑specific tumor heterogeneity while
demonstrating the histological, genetic and molecular features of original tumors. Compared with
conventional cancer cell lines and animal models, patient‑derived tumor organoids are more advanced
at physiological and clinical levels. Their synergistic combination with other technologies, such as
organ‑on‑a‑chip, 3D‑bioprinting, tissue‑engineered cell scaffolds and clustered regularly
interspaced short palindromic repeats (CRISPR)/CRISPR‑associated protein 9, may overcome limitations
of the conventional 3D organoid culture and result in the development of more appropriate model
systems that preserve the complex tumor stroma, inter‑organ and intra‑organ communications. The
present review summarizes the evolution of tumor organoids and their combination with advanced
technologies, as well as the application of tumor organoids in basic and clinical research.","3D‑bioprinting, CRISPR‑Cas9, organ‑on‑a‑chip, tissue‑engineered scaffold, tumor organoid"
40166174,High-throughput single cell -omics using semi-permeable capsules.,bioRxiv : the preprint server for biology (bioRxiv),"Biological systems are inherently complex and heterogeneous. Deciphering this complexity
increasingly relies on high-throughput analytical methods and tools that efficiently probe the
cellular phenotype and genotype. While recent advancements have enabled various single-cell -omics
assays, their broader applications are inherently limited by the challenge of efficiently conducting
multi-step biochemical assays while retaining various biological analytes. Extending on our previous
work ( <i>1</i> ) here we present a versatile technology based on semi-permeable capsules (SPCs),
tailored for a variety of high-throughput nucleic acid assays, including digital PCR, genome
sequencing, single-cell RNA-sequencing (scRNA-Seq) and FACS-based isolation of individual
transcriptomes based on nucleic acid marker of interest. Being biocompatible, the SPCs support
single-cell cultivation and clonal expansion over long periods of time - a fundamental limitation of
droplet microfluidics systems. Using SPCs we perform scRNA-Seq on white blood cells from patients
with hematopoietic disorders and demonstrate that capsule-based sequencing approach (CapSeq) offers
superior transcript capture, even for the most challenging cell types. By applying CapSeq on acute
myeloid leukemia (AML) samples, we uncover notable changes in transcriptomes of mature granulocytes
and monocytes associated with blast and progenitor cell phenotypes. Accurate representation of the
entirety of the cellular heterogeneity of clinical samples, driving new insights into the
malfunctioning of the innate immune system, and ability to clonally expand individual cells over
long periods of time, positions SPC technology as customizable, highly sensitive and broadly
applicable tool for easy-to-use, scalable single-cell -omics applications.",
40183391,Loss of conserved long non-coding RNA MIR503HG leads to altered NOTCH pathway signalling and left ventricular non-compaction cardiomyopathy.,Cardiovascular research (Cardiovasc Res),"The highly conserved long non-coding RNA (lncRNA) MIR505HG has been primarily recognized as a
precursor for microRNAs (miR)-424 and miR-503. However, studies have since demonstrated that
MIR503HG has distinct functions from its associated miRNAs, playing important roles in cell
proliferation, invasion, apoptosis, and differentiation. While these miRNAs are known to influence
cardiomyocyte differentiation, the specific role of MIR503HG in heart development remains
unexplored. We seek to determine how MIR503HG deletion impacts ventricular chamber development and
to identify underlying molecular mechanisms.  To study the role of the lncRNA in vivo, we generated
a functional MIR503HG knockout mouse model (MIR503HG-/-) using a synthetic polyadenylation signal to
terminate MIR503HG transcription without affecting miR-424/503 expression. We performed
morphological analyses on embryonic and adult hearts using microCT along with cardiac functional
analysis via transthoracic echocardiography. We further apply single-nuclei RNA sequencing (snRNA-
seq) on adult hearts to identify potential molecular mechanisms underlying the observed phenotypes.
Functional deletion of MIR503HG alone was associated with reduced compact myocardium thickness and
increased trabecular myocardium in the left ventricle (LV) at embryonic day 17.5 compared to wild-
type mice, indicating a LV non-compaction (LVNC) phenotype. Moreover, adult MIR503HG-/- mutant
hearts showed increased trabecular complexity, impaired LV relaxation, and mitral valve
regurgitation. SnRNA-seq further revealed altered expression of several genes associated with
cardiomyocyte function and LVNC, including Actc1, Mib1, Mybpc3, and Myh7. Lastly, Notch1 activity
was also significantly increased in mutant hearts which has been previously associated with LVNC.
MIR503HG plays a role in ventricular chamber development, and its deletion leads to an LVNC
phenotype independent of the miRNA cluster within its locus, highlighting its importance in cardiac
development and disease. We further suggest that abnormal Notch1 activity may underpin the LVNC
phenotype presented.","Heart development, Left ventricular non-compaction, Long non-coding RNA"
40186195,CXCL12/CXCR4 axis mediates CD8 <sup>+</sup> T cell overactivation in the progression of viral myocarditis.,Journal of translational medicine (J Transl Med),"Myocarditis is a common inflammatory heart disease in children and young adults, with fulminant
myocarditis (FM) being the most severe form due to its rapid onset and high mortality rate. However,
the precise pathological immune subsets and molecular change in myocarditis, particularly FM, remain
unknown.  We performed single-cell RNA sequencing of pediatric peripheral blood mononuclear cells
during the acute and recovery phases of FM. A viral myocarditis (MC) mouse model was established
using CVB3. Deletion and adoptive transfer of CD8<sup>+</sup>T cells, as well as blockade of CXCR4,
were conducted in vivo. CD8<sup>+</sup>T cells were sorted and cultivated in vitro, then stimulated
with CXCL12 and CXCR4 antagonists to investigate the mechanism of CD8<sup>+</sup>T cell
overactivation.  CD8<sup>+</sup>T cells show significant activation, amplification, enhanced
cytotoxicity, and increased chemotactic ability in FM. Deletion of CD8<sup>+</sup>T cells alleviates
myocardial injury and improves cardiac function in MC mice, while adoptive transfer of
CD8<sup>+</sup>T cells from MC mice aggravates myocardial inflammation and injury. The
transcriptomic analysis reveals elevated CXCR4 expression in CD8<sup>+</sup>T cells in acute FM. In
vitro experiments demonstrate that the CXCL12/CXCR4 axis drives the overactivation and cytotoxicity
of CD8<sup>+</sup>T cells. In vivo treatment with a CXCR4 antagonist effectively reduces
CD8<sup>+</sup>T cell accumulation in the heart, alleviates myocardial inflammation, and improves
cardiac function in MC mice.  These findings provide deeper insights into the immune landscape of
pediatric FM, uncovering a novel role of the CXCL12/CXCR4 axis in driving CD8<sup>+</sup>T cell
responses in myocarditis. Furthermore, they highlight the CXCL12/CXCR4 axis as a promising
therapeutic target for myocarditis treatment.","CD8+T cell, CXCR4, Myocarditis, Single-cell RNA sequencing"
40240239,Cystic Fibrosis-related neurodegenerative disease associated with tauopathy and cognitive decline in aged CF mice.,Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society (J Cyst Fibros),"Highly effective modulator therapies (HEMT) are increasing the lifespan for many people with cystic
fibrosis (pwCF), making it necessary to identify and understand CF specific age-related
consequences. In this study, we examine the impact of aging on cognitive function and age-related
brain pathology in a CF mouse model focusing on phospho-Tau (pTau) pathology.  Cognitive function
was measured by novel object recognition and spontaneous alternation behavior tests. Hippocampal
neuronal function was assessed by measuring long-term potentiation (LTP) electrophysiology, the
synaptic correlate of learning and memory. Tau pathology was assessed by immunohistochemical
analyses and western blot assessment of pTau levels in CF mouse brain, as well as human nasal
epithelial cells isolated from pwCF.  Cognitive function declined progressively with age in Cftr
(G542X/G542X) (G542X) mice, a model of CF, compared to wild-type (WT) littermate controls. LTP was
also deficient in older G542X mice. Increased pTau was observed by staining and western blot
analysis in the hippocampus of aged CF mice. Secondary impacts of tauopathy, including increased
microglial uptake of cholesterol and reduced neuronal density were also observed. Lastly, human
nasal epithelial cells from pwCF were found to display elevated pTau levels compared to non-CF
controls.  Aging CF mice develop tauopathy, cognitive decline, LTP impairment, microglial
activation, and neurodegeneration that is not experienced by age-matched WT littermates, a condition
herein termed cystic fibrosis-related neurodegeneration (CFND). These findings suggest that pwCF may
be at risk for tauopathy-related neurodegeneration and cognitive impairment with aging.","Cognition, Cystic fibrosis, Dementia, Tauopathy"
